chrom	length	bases	mean	min	max
MWKM01000001.1	3145143	41550941	13.21	0	253
MWKM01000002.1	1931404	25355950	13.13	0	141
MWKM01000003.1	1865056	23774137	12.75	0	283
MWKM01000004.1	1783884	23465053	13.15	0	475
MWKM01000005.1	1732373	22983706	13.27	0	137
MWKM01000006.1	1499889	19906094	13.27	0	262
MWKM01000007.1	1353353	18451008	13.63	0	936
MWKM01000008.1	1298916	16962131	13.06	0	149
MWKM01000009.1	1275601	16520881	12.95	0	86
MWKM01000010.1	1142148	16396498	14.36	0	1225
MWKM01000011.1	1093275	13952822	12.76	0	84
MWKM01000012.1	982140	13197658	13.44	0	166
MWKM01000013.1	857040	11837319	13.81	0	1149
MWKM01000014.1	430876	5663281	13.14	0	30
MWKM01000015.1	258646	3356179	12.98	0	42
MWKM01000016.1	219957	2696373	12.26	0	78
MWKM01000017.1	219129	2785064	12.71	0	224
MWKM01000018.1	153349	2343676	15.28	0	675
MWKM01000019.1	129460	1812303	14.00	0	275
MWKM01000020.1	114967	1525193	13.27	0	254
MWKM01000021.1	68755	1245406	18.11	0	551
MWKM01000022.1	47680	7938139	166.49	0	404
MWKM01000023.1	33788	817960	24.21	0	602
MWKM01000024.1	31390	862140	27.47	0	880
MWKM01000025.1	28777	388491	13.50	0	147
MWKM01000026.1	24752	399425	16.14	0	142
MWKM01000027.1	24716	1057145	42.77	0	661
MWKM01000028.1	21408	1052131	49.15	0	850
MWKM01000029.1	19334	306253	15.84	0	385
MWKM01000030.1	17840	1410321	79.05	0	1333
MWKM01000031.1	16083	453330	28.19	0	368
MWKM01000032.1	13962	256209	18.35	0	164
MWKM01000033.1	7983	3997473	500.75	39	699
MWKM01000034.1	5729	82186	14.35	0	41
MWKM01000035.1	5045	32826	6.51	0	17
MWKM01000036.1	4362	49880	11.44	0	57
MWKM01000037.1	2440	252	0.10	0	1
MWKM01000038.1	2192	23849	10.88	0	20
MWKM01000039.1	2186	18286	8.37	0	17
total	21865028	304927969	13.95	0	1333
